File Name,LineStrings
2765.json,"[[[192.0, 127.0], [192.0, 76.0]]]"
2270.json,"[[[129.5, 209.0], [129.5, 48.0]], [[72.0, 88.0], [72.0, 136.0]], [[72.0, 160.0], [72.0, 209.0]]]"
890.json,"[[[126.0, 155.0], [126.0, 201.0]], [[175.0, 216.0], [175.0, 165.0]], [[175.0, 141.0], [175.0, 90.0]]]"
3898.json,"[[[134.0, 191.0], [134.0, 132.0]]]"
3932.json,"[[[177.0, 187.0], [177.0, 135.0]]]"
2620.json,"[[[135.0, 142.0], [135.0, 185.0]]]"
3461.json,"[[[137.0, 122.0], [88.0, 122.0]]]"
193.json,"[[[127.0, 109.0], [127.0, 182.0]]]"
469.json,"[[[146.0, 64.5], [86.0, 64.5]], [[86.0, 133.0], [86.0, 189.0]], [[143.0, 189.0], [143.0, 137.5]]]"
3031.json,[]
2509.json,"[[[56.0, 90.0], [56.0, 138.0]]]"
4824.json,"[[[150.0, 194.0], [150.0, 134.5]]]"
2159.json,"[[[129.0, 126.5], [129.0, 177.0]]]"
1325.json,"[[[78.0, 131.0], [128.0, 131.0]], [[136.0, 108.0], [136.0, 57.0]]]"
3318.json,"[[[128.0, 128.0], [128.0, 68.0]]]"
4127.json,"[[[155.0, 140.0], [201.0, 140.0]], [[201.0, 87.0], [142.0, 87.0]], [[98.0, 57.0], [98.0, 114.0]]]"
310.json,[]
1775.json,"[[[51.0, 141.0], [115.5, 141.0]], [[100.0, 97.0], [51.0, 97.0]], [[115.5, 141.0], [115.5, 193.0]]]"
3748.json,"[[[165.0, 148.0], [120.5, 148.0]]]"
4577.json,"[[[144.0, 183.0], [144.0, 122.5]]]"
740.json,[]
4062.json,[]
255.json,"[[[113.0, 195.0], [158.0, 195.0]]]"
4598.json,"[[[104.0, 44.0], [104.0, 94.0]]]"
1260.json,"[[[152.0, 104.0], [98.0, 104.0]], [[144.0, 203.0], [144.0, 146.5]]]"
4432.json,"[[[132.0, 175.0], [132.0, 125.5]]]"
605.json,"[[[118.0, 201.0], [118.0, 158.0]]]"
1630.json,"[[[185.0, 101.5], [135.0, 101.5]], [[135.0, 67.5], [87.5, 67.5]]]"
4961.json,"[[[171.0, 89.0], [123.0, 89.0]], [[137.5, 130.0], [137.5, 190.0]], [[194.0, 190.0], [194.0, 143.0]], [[194.0, 119.0], [194.0, 72.0]]]"
3949.json,"[[[104.0, 152.0], [104.0, 205.0]]]"
1974.json,"[[[119.0, 186.0], [119.0, 140.0]]]"
941.json,"[[[91.0, 134.0], [44.0, 134.0]]]"
1427.json,"[[[194.0, 133.0], [148.5, 133.0]]]"
4625.json,[]
412.json,"[[[82.0, 149.0], [134.0, 149.0]], [[146.0, 149.0], [193.0, 149.0]]]"
1077.json,[]
4275.json,"[[[106.5, 69.0], [106.5, 114.5]], [[127.0, 173.0], [127.0, 114.0]]]"
1098.json,"[[[130.0, 164.0], [130.0, 81.0]]]"
4760.json,[]
557.json,"[[[90.0, 136.0], [143.0, 136.0]]]"
1562.json,"[[[136.0, 179.0], [136.0, 117.0]], [[99.0, 73.0], [99.0, 117.0]]]"
4330.json,"[[[146.0, 101.0], [101.0, 101.0]], [[146.0, 126.0], [146.0, 178.0]], [[198.0, 178.0], [198.0, 132.0]], [[198.0, 108.0], [198.0, 62.0]]]"
107.json,"[[[115.0, 123.0], [160.0, 123.0]], [[177.0, 105.0], [177.0, 60.0]]]"
1132.json,"[[[150.0, 198.0], [150.0, 140.0]], [[83.0, 88.0], [83.0, 132.0]]]"
804.json,"[[[148.0, 143.0], [201.0, 143.0]], [[201.0, 104.0], [156.0, 104.0]], [[126.0, 112.0], [81.0, 112.0]]]"
1831.json,"[[[124.5, 152.5], [124.5, 206.0]], [[177.0, 206.0], [177.0, 162.0]], [[177.0, 138.0], [177.0, 67.0]]]"
4019.json,"[[[101.0, 118.0], [101.0, 181.0]], [[162.0, 205.0], [162.0, 123.0]]]"
3226.json,"[[[153.0, 132.0], [106.0, 132.0]]]"
4449.json,"[[[70.0, 141.0], [118.5, 141.0]], [[118.5, 141.0], [118.5, 191.0]]]"
3676.json,"[[[82.0, 69.0], [82.0, 122.0]], [[82.0, 146.0], [82.0, 200.0]]]"
2964.json,"[[[109.0, 113.5], [168.0, 113.5]], [[113.0, 59.0], [61.0, 59.0]], [[61.0, 59.0], [61.0, 104.0]], [[61.0, 128.0], [61.0, 173.0]], [[109.0, 161.0], [109.0, 113.5]]]"
384.json,"[[[200.0, 86.0], [146.5, 86.0]], [[143.0, 137.0], [200.0, 137.0]], [[96.0, 104.0], [96.0, 154.0]]]"
2437.json,"[[[148.5, 65.0], [148.5, 108.0]], [[154.0, 131.0], [154.0, 183.0]]]"
2067.json,"[[[129.0, 113.5], [129.0, 169.0]]]"
2572.json,"[[[142.0, 192.0], [142.0, 137.0]]]"
2088.json,"[[[135.0, 138.5], [135.0, 196.0]]]"
2122.json,"[[[123.0, 202.0], [123.0, 141.0]]]"
3363.json,"[[[111.0, 201.0], [111.0, 130.0]]]"
691.json,"[[[94.0, 94.0], [94.0, 158.0]], [[146.0, 196.0], [146.0, 128.0]]]"
3699.json,"[[[88.0, 142.0], [88.0, 190.0]]]"
3733.json,"[[[80.0, 105.0], [80.0, 148.0]], [[135.0, 197.0], [135.0, 137.5]]]"
2821.json,"[[[121.0, 116.0], [121.0, 177.0]]]"
4222.json,"[[[79.0, 152.5], [137.5, 152.5]], [[205.0, 195.0], [205.0, 139.0]], [[145.0, 73.0], [145.0, 123.0]]]"
1020.json,"[[[130.0, 99.0], [76.0, 99.0]], [[135.0, 191.0], [135.0, 130.0]]]"
4672.json,"[[[176.0, 179.0], [176.0, 114.0]], [[110.0, 159.0], [110.0, 212.0]]]"
445.json,"[[[188.0, 134.0], [144.0, 134.0]]]"
4388.json,"[[[130.0, 144.0], [178.0, 144.0]]]"
1470.json,"[[[129.0, 145.0], [129.0, 191.0]], [[197.0, 147.0], [197.0, 104.0]]]"
916.json,"[[[127.0, 187.0], [127.0, 128.0]]]"
1923.json,[]
1889.json,"[[[213.0, 175.0], [213.0, 125.0]], [[151.0, 65.0], [151.0, 115.0]]]"
1866.json,"[[[126.0, 141.5], [126.0, 199.0]]]"
2749.json,"[[[87.0, 123.5], [155.0, 123.5]]]"
853.json,"[[[196.0, 106.0], [153.0, 106.0]]]"
2319.json,"[[[111.0, 92.0], [111.0, 137.0]]]"
3158.json,"[[[177.0, 102.5], [117.0, 102.5]], [[156.0, 202.0], [156.0, 139.5]]]"
1165.json,"[[[129.0, 192.0], [129.0, 131.5]]]"
4367.json,"[[[163.0, 51.0], [119.0, 51.0]], [[137.0, 96.0], [137.0, 159.0]], [[191.0, 187.0], [191.0, 139.0]], [[191.0, 115.0], [191.0, 67.0]]]"
150.json,"[[[48.0, 108.0], [98.0, 108.0]]]"
3508.json,"[[[188.0, 191.0], [188.0, 146.0]], [[188.0, 122.0], [188.0, 77.0]]]"
1535.json,"[[[131.0, 138.0], [131.0, 87.0]]]"
4737.json,"[[[127.0, 147.5], [127.0, 199.0]], [[180.0, 199.0], [180.0, 145.0]], [[180.0, 121.0], [180.0, 68.0]]]"
500.json,"[[[183.0, 168.0], [183.0, 122.0]], [[130.0, 66.0], [130.0, 111.5]]]"
2460.json,"[[[114.0, 131.0], [114.0, 185.0]]]"
3621.json,"[[[114.0, 76.5], [54.0, 76.5]], [[54.0, 138.0], [54.0, 191.0]], [[114.0, 125.0], [114.0, 76.5]]]"
2933.json,"[[[154.5, 172.0], [154.5, 116.5]]]"
629.json,"[[[141.0, 178.5], [196.0, 178.5]], [[141.0, 119.0], [141.0, 178.5]], [[196.0, 178.0], [196.0, 127.0]], [[196.0, 103.0], [196.0, 53.0]]]"
3271.json,[]
783.json,[]
279.json,"[[[92.0, 50.0], [92.0, 121.0]]]"
2899.json,"[[[138.0, 200.0], [138.0, 149.5]]]"
1759.json,"[[[100.5, 116.5], [100.5, 166.0]]]"
3764.json,"[[[125.0, 139.5], [125.0, 234.0]]]"
2876.json,"[[[204.0, 56.0], [157.0, 56.0]], [[133.0, 56.0], [87.0, 56.0]]]"
296.json,"[[[99.0, 70.0], [45.0, 70.0]], [[45.0, 120.0], [100.5, 120.0]], [[137.0, 120.0], [195.0, 120.0]]]"
1309.json,[]
3334.json,"[[[81.0, 192.5], [137.0, 192.5]], [[156.0, 36.0], [101.0, 36.0]], [[137.0, 192.0], [137.0, 106.5]], [[101.0, 54.0], [101.0, 104.0]]]"
2175.json,"[[[128.0, 178.0], [128.0, 122.5]]]"
4808.json,"[[[91.0, 119.5], [154.0, 119.5]], [[154.0, 52.0], [110.0, 52.0]]]"
2525.json,"[[[125.0, 75.0], [59.0, 75.0]]]"
1935.json,"[[[155.5, 203.0], [155.5, 117.0]]]"
3908.json,"[[[99.0, 162.0], [99.0, 206.0]]]"
900.json,"[[[73.0, 157.0], [128.0, 157.0]], [[131.0, 100.0], [55.0, 100.0]], [[177.5, 157.0], [177.5, 98.5]]]"
1466.json,"[[[164.0, 74.5], [104.0, 74.5]], [[124.0, 149.0], [124.0, 207.0]]]"
453.json,[]
4664.json,"[[[104.0, 205.5], [163.0, 205.5]], [[104.0, 133.0], [104.0, 205.5]], [[163.0, 205.0], [163.0, 147.0]]]"
1036.json,"[[[116.0, 104.0], [168.0, 104.0]]]"
4234.json,"[[[122.0, 143.5], [122.0, 202.0]]]"
516.json,"[[[126.0, 141.5], [126.0, 199.0]], [[181.0, 152.0], [181.0, 108.0]]]"
4721.json,"[[[69.0, 127.0], [116.0, 127.0]]]"
1523.json,[]
146.json,"[[[110.0, 109.5], [110.0, 168.0]], [[159.0, 168.0], [159.0, 112.0]], [[185.0, 112.0], [185.0, 67.0]]]"
1489.json,"[[[111.0, 170.0], [111.0, 120.0]]]"
4371.json,"[[[121.0, 169.5], [178.0, 169.5]], [[121.0, 114.0], [121.0, 169.5]]]"
1173.json,"[[[144.0, 94.0], [144.0, 138.0]], [[144.0, 150.0], [144.0, 208.0]], [[196.0, 208.0], [196.0, 163.0]], [[196.0, 139.0], [196.0, 95.0]]]"
845.json,"[[[109.5, 84.0], [109.5, 162.0]]]"
1870.json,"[[[128.5, 78.0], [128.5, 204.0]], [[182.0, 204.0], [182.0, 153.0]], [[182.0, 129.0], [182.0, 78.0]]]"
4058.json,"[[[188.0, 88.5], [130.0, 88.5]], [[188.0, 142.0], [188.0, 88.5]]]"
795.json,"[[[169.0, 86.0], [169.0, 43.0]]]"
3267.json,[]
4408.json,"[[[150.0, 171.0], [150.0, 118.0]]]"
2925.json,"[[[126.0, 108.0], [126.0, 173.0]]]"
3637.json,"[[[47.0, 62.0], [47.0, 109.0]], [[47.0, 133.0], [47.0, 181.0]]]"
2476.json,"[[[118.0, 147.0], [118.0, 217.0]]]"
2026.json,"[[[148.5, 86.5], [82.0, 86.5]], [[148.5, 165.0], [148.5, 86.5]]]"
2533.json,"[[[115.0, 133.5], [115.0, 196.0]]]"
2163.json,"[[[151.5, 139.0], [151.5, 194.0]], [[204.0, 194.0], [204.0, 145.0]], [[204.0, 121.0], [204.0, 73.0]]]"
2499.json,"[[[146.0, 86.0], [77.0, 86.0]], [[77.0, 147.0], [141.0, 147.0]], [[180.0, 122.0], [180.0, 70.0]]]"
3322.json,"[[[155.0, 113.0], [155.0, 64.0]], [[121.0, 152.0], [121.0, 200.0]]]"
280.json,"[[[110.0, 168.0], [110.0, 121.5]]]"
2860.json,"[[[136.0, 216.0], [136.0, 149.5]]]"
3772.json,"[[[103.0, 147.5], [103.0, 236.0]], [[160.0, 218.0], [160.0, 150.0]]]"
3288.json,"[[[74.0, 130.0], [74.0, 182.0]], [[133.5, 182.0], [133.5, 138.5]]]"
4263.json,"[[[157.0, 99.0], [157.0, 49.0]], [[105.0, 132.5], [105.0, 194.0]], [[157.0, 194.0], [157.0, 124.0]]]"
4799.json,"[[[160.0, 164.0], [160.0, 115.0]], [[98.0, 115.0], [98.0, 165.0]]]"
1061.json,"[[[116.0, 119.0], [164.0, 119.0]], [[39.0, 82.0], [39.0, 129.0]]]"
404.json,"[[[116.0, 89.0], [73.0, 89.0]]]"
4633.json,"[[[188.0, 51.0], [145.0, 51.0]]]"
1431.json,"[[[113.0, 184.0], [113.0, 137.0]]]"
957.json,"[[[157.0, 113.0], [78.0, 113.0]], [[96.0, 139.0], [157.0, 139.0]], [[214.0, 149.0], [214.0, 105.0]]]"
1962.json,"[[[188.0, 201.0], [188.0, 128.0]], [[188.0, 104.0], [188.0, 57.0]]]"
2708.json,"[[[137.0, 185.0], [137.0, 132.5]]]"
1827.json,[]
812.json,"[[[154.0, 136.5], [154.0, 93.0]]]"
49.json,"[[[219.0, 107.0], [120.5, 107.0]], [[86.0, 187.0], [158.0, 187.0]]]"
2358.json,[]
1124.json,[]
3119.json,"[[[136.0, 103.0], [136.0, 146.0]]]"
111.json,"[[[106.0, 65.0], [106.0, 108.5]], [[106.0, 138.5], [106.0, 204.0]], [[159.0, 204.0], [159.0, 141.0]]]"
4326.json,"[[[113.0, 165.5], [171.0, 165.5]], [[171.0, 119.0], [171.0, 52.0]], [[113.0, 67.0], [113.0, 115.5]]]"
1574.json,"[[[127.0, 176.5], [186.0, 176.5]], [[127.0, 115.0], [127.0, 176.5]]]"
3549.json,"[[[126.0, 141.5], [126.0, 209.0]]]"
541.json,"[[[69.0, 130.0], [118.5, 130.0]], [[156.5, 130.0], [201.0, 130.0]]]"
4776.json,"[[[131.0, 146.0], [181.0, 146.0]]]"
2071.json,"[[[119.0, 38.0], [119.0, 95.0]], [[128.0, 128.5], [128.0, 192.0]], [[186.0, 142.0], [186.0, 95.0]], [[161.0, 95.0], [161.0, 38.0]]]"
2421.json,"[[[175.0, 61.0], [131.0, 61.0]], [[128.0, 113.0], [128.0, 180.0]]]"
392.json,"[[[68.0, 67.0], [68.0, 129.0]], [[68.0, 153.0], [68.0, 215.0]], [[124.0, 215.0], [124.0, 147.0]]]"
2972.json,"[[[176.0, 100.5], [81.0, 100.5]]]"
3660.json,"[[[98.0, 160.0], [98.0, 203.0]], [[152.0, 203.0], [152.0, 151.5]], [[126.0, 94.0], [126.0, 142.0]]]"
668.json,"[[[95.0, 177.0], [147.0, 177.0]]]"
3230.json,"[[[112.5, 125.5], [171.0, 125.5]], [[54.0, 92.0], [54.0, 142.0]], [[112.5, 187.0], [112.5, 125.5]]]"
238.json,[]
2837.json,[]
3725.json,"[[[190.0, 104.0], [130.0, 104.0]]]"
1718.json,"[[[100.0, 119.5], [100.0, 189.0]], [[162.5, 189.0], [162.5, 92.0]]]"
687.json,"[[[118.0, 124.0], [66.0, 124.0]], [[37.0, 179.0], [110.0, 179.0]]]"
3375.json,"[[[181.0, 105.0], [122.0, 105.0]]]"
1348.json,"[[[136.0, 184.5], [188.0, 184.5]], [[136.0, 122.0], [136.0, 184.5]]]"
2134.json,"[[[125.0, 141.5], [125.0, 201.0]]]"
4849.json,"[[[118.0, 124.5], [118.0, 194.0]]]"
2564.json,"[[[124.0, 137.5], [124.0, 191.0]]]"
2070.json,"[[[87.0, 34.0], [87.0, 102.0]]]"
2420.json,"[[[133.5, 136.5], [133.5, 189.0]]]"
2973.json,"[[[127.0, 74.0], [127.0, 119.0]], [[127.0, 161.0], [127.0, 218.0]]]"
3661.json,"[[[194.0, 205.0], [194.0, 149.0]], [[194.0, 125.0], [194.0, 69.0]]]"
393.json,"[[[133.0, 117.0], [133.0, 64.0]]]"
669.json,"[[[112.5, 115.0], [112.5, 169.5]], [[185.0, 198.0], [185.0, 139.0]]]"
3231.json,"[[[105.0, 144.5], [105.0, 203.0]], [[161.0, 203.0], [161.0, 147.0]]]"
239.json,"[[[79.0, 181.5], [133.5, 181.5]], [[133.5, 181.0], [133.5, 102.0]]]"
2836.json,"[[[130.0, 210.0], [130.0, 137.5]]]"
1719.json,"[[[56.0, 184.0], [100.0, 184.0]], [[124.0, 184.0], [168.0, 184.0]], [[123.0, 133.0], [74.0, 133.0]]]"
3724.json,"[[[128.0, 53.0], [128.0, 104.0]]]"
1349.json,"[[[137.0, 184.0], [137.0, 120.0]]]"
3374.json,"[[[144.0, 164.5], [200.0, 164.5]]]"
686.json,"[[[207.0, 115.0], [148.5, 115.0]]]"
2135.json,"[[[174.0, 146.0], [174.0, 95.0]]]"
4848.json,"[[[120.0, 182.5], [176.0, 182.5]], [[120.0, 119.0], [120.0, 182.5]]]"
2565.json,"[[[170.0, 140.0], [170.0, 90.0]], [[121.0, 152.5], [121.0, 211.0]]]"
4262.json,"[[[149.0, 118.0], [149.0, 57.0]], [[88.0, 57.0], [88.0, 114.0]]]"
4798.json,"[[[83.0, 120.0], [131.5, 120.0]], [[149.0, 153.0], [192.0, 153.0]]]"
1060.json,"[[[131.0, 223.0], [131.0, 129.5]], [[83.0, 107.0], [83.0, 161.0]]]"
4632.json,"[[[179.0, 129.0], [179.0, 69.0]], [[130.0, 69.0], [130.0, 113.5]], [[125.5, 138.5], [125.5, 182.0]]]"
405.json,"[[[197.0, 137.0], [145.0, 137.0]], [[55.0, 113.0], [55.0, 160.0]]]"
1430.json,[]
956.json,"[[[156.0, 220.0], [156.0, 133.0]]]"
1963.json,"[[[103.0, 133.0], [103.0, 84.0]], [[64.0, 84.0], [64.0, 129.0]], [[64.0, 153.0], [64.0, 198.0]]]"
2709.json,"[[[177.0, 207.0], [177.0, 126.0]]]"
1826.json,"[[[141.0, 58.0], [97.0, 58.0]]]"
813.json,"[[[134.0, 147.5], [134.0, 201.0]], [[186.0, 201.0], [186.0, 155.0]], [[186.0, 131.0], [186.0, 85.0]]]"
48.json,"[[[140.0, 136.5], [140.0, 67.0]]]"
2359.json,"[[[144.0, 140.0], [144.0, 205.0]], [[189.0, 205.0], [189.0, 162.0]], [[189.0, 138.0], [189.0, 95.0]]]"
3118.json,[]
1125.json,"[[[167.0, 78.0], [121.5, 78.0]], [[63.0, 110.0], [63.0, 154.0]]]"
4327.json,"[[[127.5, 136.0], [127.5, 199.0]], [[181.0, 199.0], [181.0, 152.0]], [[181.0, 128.0], [181.0, 56.0]]]"
110.json,"[[[168.0, 118.5], [54.0, 118.5]]]"
3548.json,"[[[124.0, 200.0], [124.0, 133.0]]]"
1575.json,"[[[127.0, 118.0], [127.0, 184.0]]]"
4777.json,"[[[93.0, 116.0], [93.0, 173.0]]]"
540.json,"[[[125.0, 106.0], [125.0, 185.0]]]"
4059.json,"[[[144.0, 168.5], [203.0, 168.5]], [[144.0, 118.0], [95.0, 118.0]], [[203.0, 168.5], [203.0, 120.0]]]"
3266.json,"[[[128.0, 134.5], [128.0, 196.0]]]"
794.json,"[[[166.0, 106.0], [109.0, 106.0]], [[166.0, 238.0], [166.0, 184.0]], [[166.0, 160.0], [166.0, 106.0]], [[91.0, 106.0], [91.0, 160.0]], [[91.0, 184.0], [91.0, 238.0]]]"
4409.json,"[[[133.0, 202.0], [133.0, 133.0]]]"
2924.json,"[[[140.0, 195.0], [140.0, 131.5]]]"
3636.json,"[[[215.0, 105.0], [215.0, 59.0]], [[151.0, 59.0], [151.0, 114.0]]]"
2477.json,"[[[125.0, 169.0], [125.0, 109.0]]]"
2027.json,"[[[133.0, 146.5], [133.0, 199.0]], [[191.0, 199.0], [191.0, 128.0]]]"
2532.json,"[[[106.0, 140.0], [158.0, 140.0]], [[180.0, 103.0], [180.0, 55.0]]]"
2162.json,"[[[129.0, 172.0], [129.0, 217.0]]]"
2498.json,"[[[94.0, 111.0], [94.0, 170.0]], [[156.0, 170.0], [156.0, 98.0]]]"
3323.json,"[[[177.0, 130.0], [177.0, 69.0]]]"
2861.json,"[[[160.0, 77.5], [111.0, 77.5]], [[133.0, 150.0], [133.0, 226.0]]]"
3773.json,"[[[131.5, 143.0], [81.0, 143.0]], [[131.5, 88.5], [131.5, 143.0]]]"
281.json,"[[[53.0, 124.0], [112.0, 124.0]], [[154.0, 124.0], [202.0, 124.0]], [[37.0, 74.0], [37.0, 117.0]]]"
3289.json,[]
3909.json,"[[[137.0, 184.0], [137.0, 111.5]]]"
1934.json,"[[[139.0, 133.0], [139.0, 195.0]]]"
901.json,"[[[49.0, 189.0], [105.0, 189.0]], [[159.0, 134.0], [107.0, 134.0]]]"
1467.json,"[[[128.0, 178.0], [128.0, 115.0]]]"
4665.json,"[[[147.0, 116.0], [102.0, 116.0]]]"
452.json,"[[[182.0, 106.5], [109.5, 106.5]], [[109.5, 106.5], [109.5, 160.5]]]"
1037.json,[]
4235.json,"[[[205.0, 189.0], [205.0, 129.0]], [[205.0, 105.0], [205.0, 46.0]]]"
4720.json,"[[[116.0, 184.0], [116.0, 120.5]], [[66.0, 73.0], [66.0, 116.0]], [[66.0, 140.0], [66.0, 184.0]]]"
517.json,[]
1522.json,"[[[54.0, 71.0], [54.0, 116.0]], [[54.0, 140.0], [54.0, 186.0]], [[120.0, 186.0], [120.0, 141.5]]]"
1488.json,"[[[158.0, 55.0], [107.0, 55.0]]]"
4370.json,"[[[73.0, 65.0], [73.0, 120.0]], [[73.0, 144.0], [73.0, 199.0]], [[131.0, 199.0], [131.0, 145.0]]]"
147.json,"[[[152.0, 110.0], [108.0, 110.0]], [[150.0, 221.0], [150.0, 155.0]]]"
1172.json,"[[[74.0, 84.0], [74.0, 129.0]], [[74.0, 153.0], [74.0, 199.0]], [[126.0, 199.0], [126.0, 139.0]]]"
844.json,"[[[169.0, 50.0], [118.0, 50.0]]]"
1871.json,[]
2031.json,[]
2461.json,"[[[151.0, 112.0], [104.0, 112.0]], [[143.0, 200.0], [143.0, 136.5]]]"
3620.json,"[[[128.0, 111.5], [128.0, 59.0]]]"
2932.json,"[[[176.0, 92.0], [125.0, 92.0]], [[147.5, 132.5], [147.5, 182.0]]]"
628.json,"[[[111.0, 138.0], [34.0, 138.0]]]"
782.json,"[[[197.0, 185.0], [197.0, 129.0]], [[197.0, 105.0], [197.0, 49.0]]]"
3270.json,"[[[74.0, 72.0], [74.0, 121.0]], [[74.0, 145.0], [74.0, 194.0]], [[129.0, 194.0], [129.0, 142.5]]]"
2898.json,"[[[59.0, 81.0], [59.0, 125.0]]]"
278.json,[]
297.json,[]
3765.json,"[[[75.0, 205.5], [131.0, 205.5]], [[149.0, 97.0], [100.0, 97.0]], [[75.0, 66.0], [75.0, 136.0]], [[75.0, 160.0], [75.0, 205.5]], [[131.0, 205.0], [131.0, 154.5]], [[149.5, 154.5], [149.5, 97.0]]]"
1758.json,"[[[76.0, 120.0], [76.0, 173.0]], [[131.0, 173.0], [131.0, 125.5]]]"
2877.json,"[[[137.0, 88.5], [72.0, 88.5]], [[133.0, 189.0], [133.0, 125.5]]]"
3335.json,"[[[62.0, 62.0], [62.0, 118.0]], [[62.0, 142.0], [62.0, 198.0]], [[115.0, 198.0], [115.0, 137.5]]]"
1308.json,"[[[101.0, 184.5], [154.0, 184.5]]]"
2174.json,"[[[100.5, 61.0], [100.5, 113.0]], [[120.0, 113.0], [120.0, 174.0]]]"
4809.json,"[[[171.0, 132.0], [171.0, 84.0]]]"
2524.json,"[[[50.0, 44.0], [50.0, 105.0]], [[50.0, 129.0], [50.0, 190.0]], [[112.0, 190.0], [112.0, 127.0]]]"
4223.json,"[[[146.0, 114.0], [202.0, 114.0]]]"
1021.json,"[[[51.0, 180.0], [94.0, 180.0]], [[118.0, 180.0], [161.0, 180.0]]]"
444.json,"[[[87.0, 161.0], [136.0, 161.0]]]"
4673.json,"[[[177.0, 66.5], [118.0, 66.5]], [[118.0, 150.0], [118.0, 215.0]], [[177.0, 215.0], [177.0, 163.0]], [[177.0, 139.0], [177.0, 66.5]]]"
4389.json,"[[[157.0, 72.0], [105.0, 72.0]], [[127.0, 112.5], [127.0, 166.0]], [[178.0, 166.0], [178.0, 120.0]]]"
1471.json,"[[[150.0, 136.0], [196.0, 136.0]], [[132.0, 37.0], [132.0, 113.0]]]"
917.json,"[[[122.0, 147.5], [122.0, 215.0]], [[161.0, 106.0], [161.0, 60.0]]]"
1922.json,"[[[89.5, 68.0], [89.5, 132.0]]]"
1888.json,"[[[179.0, 172.0], [179.0, 125.0]]]"
1867.json,"[[[124.0, 146.0], [124.0, 207.0]], [[176.0, 207.0], [176.0, 140.0]], [[176.0, 116.0], [176.0, 50.0]]]"
2748.json,"[[[171.0, 64.0], [128.0, 64.0]], [[127.0, 114.0], [127.0, 179.0]]]"
852.json,"[[[160.0, 225.0], [160.0, 165.0]], [[124.0, 63.0], [124.0, 121.0]], [[102.0, 151.0], [102.0, 225.0]]]"
2318.json,"[[[139.0, 124.0], [139.0, 178.0]], [[189.0, 178.0], [189.0, 132.0]]]"
1164.json,"[[[123.0, 176.5], [178.0, 176.5]], [[123.0, 113.0], [123.0, 176.0]]]"
3159.json,[]
151.json,"[[[150.0, 221.0], [150.0, 150.0]]]"
4366.json,"[[[168.0, 191.0], [168.0, 130.5]]]"
1534.json,"[[[78.5, 69.0], [78.5, 115.0]], [[119.0, 188.0], [119.0, 142.0]]]"
3509.json,"[[[166.5, 99.0], [123.0, 99.0]], [[110.0, 145.0], [110.0, 196.0]]]"
501.json,[]
4736.json,"[[[63.0, 50.0], [63.0, 115.0]], [[63.0, 139.0], [63.0, 204.0]], [[115.0, 204.0], [115.0, 138.5]]]"
4018.json,"[[[164.0, 193.0], [164.0, 129.0]]]"
3227.json,"[[[106.0, 147.5], [106.0, 203.0]], [[161.0, 203.0], [161.0, 151.0]]]"
4448.json,[]
385.json,"[[[109.0, 141.0], [65.0, 141.0]]]"
3677.json,"[[[126.0, 170.0], [126.0, 214.0]], [[181.0, 214.0], [181.0, 160.0]], [[181.0, 136.0], [181.0, 82.0]]]"
2965.json,"[[[144.0, 143.0], [188.0, 143.0]], [[144.0, 210.0], [144.0, 161.0]], [[155.0, 102.0], [155.0, 50.0]]]"
2436.json,"[[[73.0, 82.0], [73.0, 127.0]], [[73.0, 151.0], [73.0, 196.0]], [[119.0, 196.0], [119.0, 133.0]]]"
2066.json,"[[[138.0, 193.0], [138.0, 135.5]]]"
2573.json,"[[[147.0, 190.0], [147.0, 141.0]]]"
2089.json,"[[[146.0, 139.0], [146.0, 211.0]]]"
2123.json,"[[[140.0, 199.0], [140.0, 137.0]]]"
690.json,"[[[165.0, 191.0], [165.0, 138.0]]]"
3362.json,[]
3698.json,"[[[126.0, 139.0], [126.0, 201.0]]]"
3732.json,"[[[137.5, 105.0], [78.0, 105.0]]]"
2820.json,"[[[66.0, 138.0], [66.0, 185.0]], [[114.0, 185.0], [114.0, 137.0]]]"
1975.json,"[[[71.0, 127.0], [117.0, 127.0]]]"
3948.json,"[[[125.5, 95.5], [125.5, 169.0]]]"
940.json,"[[[89.0, 91.0], [89.0, 146.0]], [[143.0, 117.5], [143.0, 34.0]]]"
413.json,"[[[197.0, 137.0], [145.0, 137.0]], [[55.0, 113.0], [55.0, 160.0]]]"
4624.json,[]
1076.json,"[[[132.5, 124.0], [43.0, 124.0]]]"
4274.json,"[[[134.0, 96.0], [82.0, 96.0]], [[147.0, 120.0], [147.0, 163.0]]]"
556.json,"[[[137.0, 121.0], [137.0, 77.0]]]"
1099.json,[]
4761.json,[]
1563.json,"[[[181.0, 137.0], [181.0, 85.0]]]"
106.json,"[[[128.0, 158.0], [186.0, 158.0]], [[90.0, 82.0], [90.0, 133.0]]]"
4331.json,"[[[125.0, 205.5], [180.0, 205.5]], [[125.0, 147.5], [125.0, 205.5]], [[180.0, 153.0], [180.0, 103.0]]]"
1133.json,"[[[164.0, 53.0], [118.0, 53.0]]]"
805.json,"[[[71.0, 133.5], [150.0, 133.5]], [[127.0, 55.0], [127.0, 109.0]], [[150.0, 151.0], [150.0, 202.0]]]"
